0,28.6
2,28.7
4,28.6
6,28.6
8,28.6
10,28.6
12,28.5
14,28.5
16,28.5
18,28.4
20,28.5
22,28.4
24,28.4
26,28.4
28,28.4
30,28.4
32,28.4
34,28.4
36,28.4
38,28.5
40,28.4
42,28.4
44,28.5
46,28.5
48,28.6
50,28.6
52,28.6
55,28.6
57,28.6
59,28.6
61,28.7
63,28.6
65,28.6
67,28.6
69,28.7
71,28.7
73,28.7
75,28.7
77,28.7
79,28.7
81,28.8
83,28.7
85,28.8
87,28.8
89,28.9
91,28.9
93,28.9
95,28.9
97,28.9
99,29.0
101,28.9
103,28.9
105,29.0
107,28.9
109,29.0
111,29.0
113,29.0
115,29.0
117,29.0
119,29.0
121,29.0
123,29.1
125,29.1
127,29.1
129,29.2
131,29.2
133,29.2
135,29.2
137,29.2
139,29.2
141,29.2
143,29.3
145,29.3
147,29.3
149,29.4
151,29.3
153,29.4
155,29.4
157,29.4
159,29.4
161,29.4
163,29.4
165,29.4
167,29.5
169,29.5
171,29.5
173,29.6
175,29.6
177,29.6
179,29.5
181,29.6
183,29.6
186,29.6
188,29.6
190,29.6
192,29.7
194,29.7
196,29.7
198,29.7
200,29.8
202,29.7
204,29.8
206,29.8
208,29.8
210,29.9
212,29.9
214,29.9
216,29.9
218,29.9
220,29.9
222,30.0
224,29.9
226,30.0
228,30.1
230,30.1
232,30.1
234,30.1
236,30.1
238,30.1
240,30.1
242,30.1
244,30.1
246,30.2
248,30.2
250,30.2
252,30.3
254,30.3
256,30.3
258,30.3
260,30.4
262,30.4
264,30.4
266,30.4
268,30.5
270,30.5
272,30.5
274,30.4
276,30.5
278,30.5
280,30.5
282,30.5
284,30.5
286,30.6
288,30.6
290,30.6
292,30.6
294,30.7
296,30.6
298,30.6
300,30.6
302,30.7
304,30.8
306,30.7
308,30.7
310,30.7
312,30.8
314,30.7
317,30.8
319,30.9
321,30.8
323,30.9
325,30.9
327,30.9
329,30.9
331,30.9
333,30.9
335,30.9
337,30.9
339,30.9
341,30.9
343,30.9
345,30.9
347,31.0
349,31.0
351,31.1
353,31.0
355,31.0
357,31.1
359,31.1
361,31.1
363,31.1
365,31.1
367,31.1
369,31.2
371,31.2
373,31.2
375,31.2
377,31.2
379,31.2
381,31.2
383,31.3
385,31.2
387,31.2
389,31.2
391,31.3
393,31.4
395,31.3
397,31.3
399,31.3
401,31.3
403,31.4
405,31.4
407,31.4
409,31.4
411,31.4
413,31.4
415,31.4
417,31.4
419,31.4
421,31.4
423,31.5
425,31.4
427,31.5
429,31.5
431,31.5
433,31.5
435,31.5
437,31.5
439,31.5
441,31.5
443,31.6
445,31.6
447,31.6
450,31.6
452,31.6
454,31.6
456,31.6
458,31.6
460,31.6
462,31.6
464,31.6
466,31.6
468,31.6
470,31.6
472,31.6
474,31.6
476,31.6
478,31.6
480,31.6
482,31.6
484,31.6
486,31.6
488,31.6
490,31.7
492,31.6
494,31.7
496,31.7
498,31.7
500,31.7
502,31.7
504,31.9
506,31.7
508,31.7
510,31.7
512,31.7
514,31.7
516,31.7
518,31.8
520,31.9
522,31.9
524,31.8
526,31.9
528,31.9
530,31.9
532,31.9
534,31.9
536,31.9
538,31.9
540,31.9
542,31.9
544,31.9
546,31.9
548,31.8
550,31.9
552,31.9
554,32.0
556,31.9
558,31.9
560,31.9
562,31.9
564,32.0
566,31.9
568,31.9
570,32.0
572,31.9
574,31.9
576,32.0
578,31.9
581,32.0
583,32.0
585,32.0
587,32.0
589,32.0
591,32.0
593,32.0
595,32.0
597,32.0
599,31.9
601,31.9
603,31.9
605,31.9
607,31.9
609,31.7
611,31.7
613,31.6
615,31.6
617,31.6
619,31.6
621,31.6
623,31.6
625,31.5
627,31.6
629,31.5
631,31.5
633,31.6
635,31.5
637,31.6
639,31.5
641,31.5
643,31.5
645,31.5
647,31.4
649,31.4
651,31.4
653,31.4
655,31.5
